amount,hour_of_day,is_foreign,distance_from_home_km,geo_velocity_kmh,new_device,tx_count_last_1h,tx_count_last_5m,avg_amount_deviation,burst_count_last_1m,device_tx_count_24h,merchant_risk_score,card_age_risk,profile_avg_spend,seconds_since_last_tx,is_fraud
1336.43,18,0,48.84,69.63,0,2.86,1.97,0.6642,0.77,1.74,0.2,0.3018,3979.61,16208.75,0
7698.81,9,0,72.26,106.17,0,2.66,0.72,1.3083,0.47,4.77,0.2,0.3585,3335.22,4461.27,0
155449.52,23,1,3469.86,1051.06,0,16.51,5.87,40.1396,5.93,13.92,0.9062,0.5982,3778.59,494.95,1
4443.17,10,0,69.06,30.57,0,3.75,1.88,0.2542,0.74,4.42,0.2,0.3363,5957.27,9724.72,0
3111.91,19,0,62.77,98.32,0,2.1,0.7,0.4088,0.41,4.76,0.2,0.1319,5264.11,12175.6,0
7182.83,13,0,85.94,107.18,0,5.85,1.6,0.367,0.5,5.58,0.2,0.3085,5254.57,6766.21,0
1832.1,10,0,114.19,22.92,0,1.08,0.59,0.36,0.21,5.14,0.2,0.3041,2862.86,2885.75,0
7570.02,19,0,1.27,71.71,0,2.72,0.75,2.7194,0.3,4.1,0.2,0.3759,2035.29,12090.56,0
7820.7,22,0,38.36,3.72,0,4.5,1.72,0.7166,0.38,3.7,0.2,0.1294,4556.03,12955.18,0
7776.63,22,0,119.36,45.6,0,5.81,1.52,1.5251,0.09,2.26,0.2,0.1276,3079.75,5775.31,0
933.24,19,0,89.89,28.97,0,5.92,0.07,0.785,0.31,4.89,0.2,0.3564,4340.84,5308.2,0
1201.4,7,0,112.26,53.33,0,3.51,0.93,0.2231,0.7,2.94,0.2,0.3775,1546.32,12389.98,0
127187.9,3,1,4394.5,1260.88,1,14.01,5.13,29.7553,5.06,15.69,0.7192,0.6411,4135.47,153.18,1
5300.2,12,0,92.7,5.26,0,1.91,0.68,0.0927,0.68,5.23,0.2,0.1686,4850.39,9003.6,0
991.99,11,0,15.84,117.46,0,4.03,0.05,0.8229,0.5,4.97,0.2,0.229,5602.45,13276.22,0
4439.18,20,0,56.84,33.47,0,3.79,0.84,0.406,0.07,2.31,0.2,0.3846,3157.3,7593.81,0
7271.61,11,0,14.52,19.44,0,3.85,1.33,0.29,0.45,5.98,0.2,0.212,5636.74,6060.71,0
37464.28,3,1,933.95,642.32,1,15.47,4.95,6.4113,4.12,11.1,0.703,0.6623,5054.99,163.2,1
6529.4,17,0,110.49,103.27,0,5.01,0.38,1.279,0.47,3.39,0.2,0.1297,2865.05,8083.29,0
6470.19,11,0,80.05,102.94,0,1.73,1.52,0.6437,0.48,5.95,0.2,0.1218,3936.31,4468.67,0
5079.86,14,0,99.36,48.77,0,4.76,0.09,0.5115,0.32,2.97,0.2,0.1578,3360.79,13569.22,0
6723.71,14,0,89.83,15.28,0,4.07,1.58,0.9079,0.89,4.23,0.2,0.3266,3524.23,4348.02,0
6230.17,20,0,71.98,50.08,0,3.81,1.41,1.2296,0.78,4.86,0.2,0.112,2794.32,6293.71,0
7896.1,17,0,36.42,64.23,0,2.64,0.62,0.7841,0.95,3.56,0.2,0.2158,4425.75,15912.78,0
7402.94,11,0,56.32,10.92,0,3.45,0.68,0.5994,0.52,4.16,0.2,0.1755,4628.62,6145.03,0
4205.44,17,0,111.22,38.9,0,2.2,0.38,0.5018,0.97,1.96,0.2,0.2005,2800.26,12752.82,0
5423.54,13,0,92.2,106.87,0,1.7,1.54,0.2944,0.3,4.44,0.2,0.2084,4189.92,10592.97,0
4737.64,12,0,14.07,86.73,0,2.46,0.49,0.0694,0.6,4.17,0.2,0.2012,5091.14,16173.83,0
3254.72,15,0,111.9,55.09,0,2.71,0.51,0.0211,0.07,1.62,0.2,0.213,3187.49,10721.07,0
6533.53,15,0,111.34,54.57,0,5.95,1.17,2.6308,0.28,3.84,0.2,0.1598,1799.46,2626.09,0
4843.12,22,0,52.46,37.58,0,1.7,0.25,0.1816,0.76,5.97,0.2,0.1123,5917.63,2938.54,0
27298.87,0,0,6368.48,644.65,0,13.67,3.05,5.9845,4.01,12.24,0.7693,0.6149,3908.5,142.14,1
2280.54,18,0,100.89,18.2,0,3.77,0.63,0.4394,0.22,5.03,0.2,0.3475,4067.78,5090.89,0
911.19,15,0,97.15,14.95,0,2.23,0.81,0.8428,0.24,4.05,0.2,0.3676,5795.13,16665.53,0
5435.06,20,0,69.56,71.97,0,2.93,0.43,2.5893,0.1,1.41,0.2,0.3137,1514.26,8968.95,0
4997.41,19,0,2.76,91.81,0,2.03,1.35,0.5471,0.44,5.38,0.2,0.2027,3230.14,2135.6,0
3649.08,13,0,44.76,84.41,0,4.0,1.4,0.1243,0.38,4.94,0.2,0.1621,3245.55,6890.23,0
2467.29,14,0,45.53,105.33,0,5.8,1.37,0.0581,0.56,4.23,0.2,0.1194,2619.45,13351.73,0
67916.1,0,1,6683.1,1313.73,1,10.55,4.14,15.6769,4.1,15.97,0.8196,0.4843,4072.45,512.92,1
6519.11,8,0,117.5,43.75,0,4.8,0.18,0.5537,0.92,1.46,0.2,0.3086,4195.97,2611.05,0
84292.65,2,1,4261.51,1277.46,1,12.09,3.83,13.8036,3.2,14.72,0.8552,0.6863,5694.05,470.94,1
5980.54,16,0,65.75,113.04,0,5.47,0.47,0.1074,0.81,1.98,0.2,0.3138,5400.63,2891.59,0
36277.85,0,0,5248.88,800.48,1,13.34,3.93,6.0064,5.36,9.25,0.7429,0.5362,5177.8,488.92,1
3271.68,12,0,5.8,18.71,0,1.66,1.72,0.408,0.83,3.87,0.2,0.1838,5526.77,5781.78,0
48437.59,23,1,955.1,1383.71,1,10.87,5.64,23.2863,4.47,13.54,0.8376,0.7631,1994.44,533.83,1
4253.32,19,0,90.2,62.82,0,3.04,1.01,0.0362,0.5,5.02,0.2,0.1621,4413.09,11516.73,0
4914.29,20,0,45.91,35.94,0,1.12,0.97,0.7286,0.75,2.08,0.2,0.3325,2842.99,13955.63,0
6118.3,11,0,77.89,36.24,0,2.22,0.03,0.4718,0.23,3.2,0.2,0.246,4156.93,9354.85,0
3813.73,20,0,115.15,29.44,0,1.73,1.28,0.3029,0.1,2.87,0.2,0.2052,5470.73,16532.15,0
809.36,16,0,42.57,61.51,0,3.39,1.87,0.8508,0.87,3.4,0.2,0.2057,5424.51,4934.36,0
7938.38,11,0,89.32,67.39,0,1.3,1.02,2.5333,0.63,2.86,0.2,0.2345,2246.75,7211.46,0
2747.05,18,0,6.11,62.04,0,1.62,0.88,0.1026,0.49,4.82,0.2,0.1108,3061.17,14424.79,0
724.86,11,0,111.95,45.35,0,4.3,0.88,0.821,0.72,2.34,0.2,0.1427,4048.58,16622.92,0
74019.9,0,1,701.76,576.29,1,9.94,7.0,21.9341,5.65,10.27,0.842,0.8952,3227.5,130.32,1
492.2,22,0,94.44,26.29,0,5.58,0.33,0.7798,0.67,1.57,0.2,0.3008,2235.26,14949.37,0
3102.51,22,0,114.68,30.97,0,3.79,1.78,0.3503,0.81,2.65,0.2,0.2995,4775.65,10332.69,0
4800.28,15,0,96.74,93.4,0,2.23,1.63,0.0872,0.43,2.36,0.2,0.382,5259.11,6669.22,0
600.04,16,0,96.2,30.92,0,5.12,1.11,0.8993,0.84,2.09,0.2,0.3869,5960.91,9322.43,0
99886.62,2,1,3958.75,988.24,1,10.42,6.12,50.3903,5.85,12.63,0.8937,0.8631,1943.69,38.86,1
3430.94,7,0,40.05,44.45,0,2.54,0.97,0.004,1.0,5.64,0.2,0.2189,3444.75,5267.26,0
2097.24,12,0,40.33,71.76,0,3.97,1.71,0.1801,0.1,1.41,0.2,0.3212,2558.0,4230.75,0
7488.12,11,0,119.02,0.25,0,1.89,0.27,0.353,0.98,2.83,0.2,0.3057,5534.62,15193.47,0
515.35,16,0,39.62,4.67,0,3.91,1.98,0.8735,0.61,5.11,0.2,0.1577,4073.99,4552.94,0
1038.8,16,0,73.85,63.13,0,5.16,0.57,0.826,0.06,4.03,0.2,0.178,5970.67,12224.12,0
4930.57,16,0,3.84,102.26,0,4.33,1.39,1.5513,0.81,2.79,0.2,0.2527,1932.54,6557.18,0
6494.33,14,0,95.31,101.65,0,4.33,0.42,0.965,0.46,4.52,0.2,0.111,3304.92,2751.72,0
7986.16,11,0,17.92,8.81,0,4.85,1.38,2.6895,0.58,4.59,0.2,0.2306,2164.56,3786.42,0
4506.54,16,0,112.49,25.17,0,3.37,0.07,0.2151,0.16,1.96,0.2,0.1198,5741.6,2308.35,0
1655.19,22,0,55.62,115.99,0,4.92,1.73,0.3718,0.45,5.08,0.2,0.3236,2634.82,13259.63,0
6061.81,12,0,0.89,93.98,0,5.77,0.83,0.0431,0.49,5.94,0.2,0.1445,5811.29,16124.35,0
7665.09,13,0,86.49,50.14,0,4.85,1.26,0.8174,0.71,5.0,0.2,0.2119,4217.65,1844.34,0
4108.4,13,0,17.74,81.64,0,5.29,1.49,0.2114,0.27,2.95,0.2,0.2586,5209.46,11365.9,0
6203.75,8,0,54.59,86.29,0,3.74,1.08,1.6012,0.76,1.22,0.2,0.1998,2384.97,8398.85,0
3901.24,20,0,111.49,109.69,0,4.04,0.46,0.2295,0.32,3.95,0.2,0.2348,5063.27,6664.58,0
1989.89,15,0,47.38,0.51,0,2.15,0.44,0.1886,0.82,2.19,0.2,0.1007,1674.2,2573.77,0
98670.09,4,0,737.28,1275.12,0,15.67,6.94,18.2912,5.31,12.63,0.8242,0.6901,5114.78,322.78,1
6870.82,19,0,67.29,39.43,0,3.73,0.4,0.3718,0.69,1.4,0.2,0.2941,5008.54,17134.57,0
136146.79,2,1,3055.46,694.24,1,12.26,6.65,64.3155,4.08,13.65,0.7722,0.8989,2084.45,416.48,1
1413.44,10,0,102.36,0.4,0,2.2,1.56,0.2331,0.79,5.72,0.2,0.3895,1843.02,3636.61,0
6174.8,21,0,61.29,57.75,0,4.07,1.57,2.0173,0.36,1.46,0.2,0.1529,2046.48,14866.95,0
342.17,9,0,119.05,19.48,0,2.71,1.04,0.8697,0.69,1.97,0.2,0.3973,2626.24,14068.49,0
3236.37,20,0,12.43,61.49,0,5.06,0.42,0.0678,0.19,4.19,0.2,0.332,3030.81,13913.3,0
44681.46,23,0,7158.43,979.58,1,11.22,4.84,6.4861,5.7,6.36,0.747,0.6855,5968.6,15.19,1
2842.06,7,0,116.35,103.44,0,1.43,1.69,0.1053,0.59,3.81,0.2,0.1349,3176.42,3999.48,0
5862.05,17,0,14.37,97.3,0,4.93,1.28,0.0202,0.25,3.69,0.2,0.2277,5982.61,2430.81,0
121344.14,1,0,7451.82,1399.32,1,16.5,7.91,20.1928,5.93,9.64,0.8246,0.7693,5725.72,247.09,1
37335.83,0,0,8423.85,1022.76,0,11.63,3.48,12.4147,3.79,9.34,0.9221,0.4913,2783.2,131.32,1
2356.82,9,0,97.39,65.87,0,3.89,1.38,0.0728,0.3,3.76,0.2,0.1893,2541.84,16304.28,0
7366.94,20,0,11.16,39.99,0,4.71,0.27,3.3764,0.09,5.72,0.2,0.1012,1683.32,16240.72,0
76048.02,0,1,5563.17,983.13,0,8.82,3.84,13.7874,4.95,11.69,0.9167,0.7154,5142.75,15.02,1
1521.08,14,0,118.76,0.63,0,3.61,0.55,0.6754,0.79,4.88,0.2,0.1563,4686.73,10670.53,0
121704.4,1,0,3058.73,579.4,0,12.12,5.89,48.6847,3.81,12.16,0.9224,0.7535,2449.53,156.72,1
1093.96,13,0,89.61,82.96,0,3.88,1.63,0.2739,0.58,5.84,0.2,0.1746,1506.54,13319.3,0
563.2,9,0,82.09,15.96,0,2.09,1.92,0.7854,0.57,4.26,0.2,0.3152,2624.98,15245.53,0
41108.35,1,1,6042.89,567.08,1,17.77,4.89,19.7483,4.56,8.75,0.8658,0.8289,1981.29,91.82,1
5393.68,14,0,58.79,113.9,0,3.19,0.5,1.2991,0.43,1.79,0.2,0.3344,2346.0,15305.78,0
1789.95,10,0,105.76,16.88,0,2.4,0.85,0.5362,0.01,4.93,0.2,0.2589,3859.27,11301.05,0
3704.88,15,0,100.74,115.62,0,2.35,0.96,0.1578,0.44,1.67,0.2,0.3343,4399.13,12252.57,0
4503.62,11,0,13.18,86.55,0,3.61,1.38,0.2417,0.27,4.29,0.2,0.3398,5939.22,13891.73,0
159841.51,1,0,2717.63,682.08,0,17.31,7.28,38.4456,4.72,15.24,0.9305,0.7138,4052.2,586.58,1
62290.92,23,0,4125.7,774.23,1,9.87,6.66,9.7143,5.16,10.25,0.874,0.536,5813.8,123.68,1
4892.26,18,0,11.53,56.62,0,1.98,0.49,0.0749,0.05,2.68,0.2,0.2414,5288.6,5706.91,0
7668.51,7,0,82.77,12.38,0,5.48,0.46,2.0381,0.87,2.02,0.2,0.2237,2524.1,17934.49,0
175787.27,3,0,2454.15,653.81,1,8.37,3.06,37.5133,4.76,7.2,0.7701,0.6943,4564.32,272.65,1
2046.33,10,0,11.22,30.04,0,3.99,1.49,0.3255,0.94,2.21,0.2,0.2428,3033.66,6288.72,0
132516.3,3,0,2417.41,841.22,1,8.89,5.91,26.0002,5.77,8.78,0.8068,0.5745,4907.97,217.36,1
409.82,10,0,117.68,68.6,0,4.34,0.39,0.9115,0.82,2.17,0.2,0.1136,4631.73,4706.14,0
2501.0,8,0,79.4,27.08,0,1.67,0.24,0.0467,0.91,2.02,0.2,0.2881,2389.4,16058.7,0
1400.65,9,0,100.03,19.09,0,2.89,0.34,0.6949,0.04,1.88,0.2,0.3529,4590.42,8609.78,0
17812.28,3,1,2525.76,1221.97,1,13.2,5.77,7.0639,5.03,15.5,0.933,0.8495,2208.9,550.7,1
1427.7,13,0,114.43,50.99,0,4.05,1.59,0.7399,0.28,2.3,0.2,0.1642,5488.75,13681.31,0
3365.37,19,0,92.71,55.78,0,1.46,1.16,1.1164,0.8,1.63,0.2,0.1161,1590.12,13739.46,0
4568.51,19,0,109.12,69.68,0,4.69,0.27,0.1472,0.52,3.7,0.2,0.1695,5357.29,3848.12,0
4933.83,9,0,28.98,66.27,0,2.7,1.08,0.3025,0.26,2.66,0.2,0.1409,3787.87,4688.62,0
1801.34,14,0,83.85,10.73,0,1.74,0.88,0.6618,0.42,4.17,0.2,0.124,5326.1,14114.26,0
7943.46,17,0,3.6,91.86,0,4.9,1.55,0.7397,0.69,5.31,0.2,0.3169,4566.03,3154.87,0
116481.86,0,1,2199.54,1355.43,1,15.84,5.7,23.067,4.11,13.87,0.8871,0.7024,4839.89,432.94,1
5442.99,16,0,90.3,31.3,0,1.43,1.63,0.8719,0.6,3.88,0.2,0.243,2907.8,9756.45,0
1570.65,16,0,60.17,94.6,0,2.57,0.94,0.1486,0.51,3.34,0.2,0.1132,1844.72,2591.42,0
3147.59,17,0,10.64,86.87,0,2.38,0.3,0.4263,0.38,1.61,0.2,0.2239,5486.07,14722.74,0
3082.62,8,0,43.95,98.59,0,4.93,0.75,0.4826,0.04,4.57,0.2,0.2875,5958.0,2659.19,0
6877.0,21,0,74.17,94.38,0,1.08,1.25,1.0554,0.64,5.69,0.2,0.3774,3345.83,4793.22,0
13222.66,0,0,2723.65,952.15,0,17.15,6.69,3.888,3.78,13.33,0.9405,0.7219,2705.15,330.75,1
2142.32,13,0,45.37,91.66,0,3.64,0.13,0.6078,0.27,1.77,0.2,0.1197,5462.04,13085.64,0
1532.79,16,0,48.92,19.03,0,2.21,0.84,0.458,0.72,2.84,0.2,0.3176,2828.18,10358.8,0
6270.7,9,0,55.44,4.89,0,2.95,1.89,1.1674,0.63,1.78,0.2,0.3838,2893.13,7853.37,0
1655.39,14,0,86.53,44.29,0,3.72,0.37,0.6952,0.19,5.33,0.2,0.3188,5430.6,12632.36,0
6378.33,16,0,61.56,115.2,0,3.65,1.83,1.211,0.02,2.13,0.2,0.1327,2884.78,5711.38,0
6677.24,15,0,39.79,116.7,0,3.33,1.66,0.7414,0.06,4.44,0.2,0.1113,3834.36,12926.6,0
46792.99,1,1,7026.39,787.31,0,10.58,4.58,7.7655,5.13,9.95,0.7555,0.4707,5338.34,65.79,1
97087.0,23,0,1639.74,495.91,0,10.41,3.46,22.1195,5.04,10.93,0.7337,0.722,4199.35,599.67,1
11082.56,0,0,8312.3,1031.28,1,15.58,4.64,2.3282,4.17,10.62,0.8252,0.6036,3329.91,333.77,1
283.24,12,0,25.04,3.19,0,5.05,1.17,0.9486,0.33,3.08,0.2,0.2649,5513.21,15369.07,0
5569.49,17,0,56.67,84.34,0,2.32,0.57,2.5724,0.98,1.6,0.2,0.3174,1559.04,8531.28,0
42397.81,2,1,3504.66,1291.59,1,14.04,7.04,8.872,5.61,12.39,0.8438,0.4544,4294.76,178.88,1
2875.01,7,0,70.39,90.78,0,3.04,0.34,0.2599,0.72,5.71,0.2,0.282,3884.5,9994.81,0
63658.47,3,1,2743.24,484.66,0,15.31,3.65,17.0294,4.61,15.41,0.7107,0.5834,3530.81,17.65,1
7497.62,20,0,52.24,94.89,0,1.23,1.39,1.918,0.12,1.64,0.2,0.3341,2569.42,2091.1,0
178295.2,4,0,3635.11,827.94,0,16.18,6.81,74.2865,4.16,12.85,0.7182,0.8702,2368.22,131.65,1
2181.41,17,0,42.7,98.09,0,3.55,0.37,0.5597,0.57,3.43,0.2,0.3542,4954.18,8676.47,0
5045.19,15,0,34.85,115.58,0,1.58,0.61,0.0927,0.55,4.97,0.2,0.3955,5560.88,14439.94,0
6930.1,11,0,48.89,25.44,0,4.23,1.23,1.6982,0.12,1.51,0.2,0.2112,2568.42,12995.95,0
93794.91,4,1,1144.66,724.88,0,17.35,6.57,17.0369,4.36,8.55,0.9018,0.6014,5200.16,360.72,1
3481.76,19,0,104.35,78.81,0,5.15,1.28,0.3936,0.76,4.73,0.2,0.3028,5741.66,14129.57,0
4273.26,11,0,64.23,43.94,0,2.92,1.9,1.245,0.25,2.65,0.2,0.1309,1903.45,2144.63,0
5026.51,13,0,114.39,106.86,0,1.54,1.68,0.7374,0.81,2.12,0.2,0.3342,2893.17,14375.55,0
7692.9,8,0,48.94,83.96,0,5.95,0.95,0.9053,0.4,1.59,0.2,0.3291,4037.62,17551.95,0
136123.4,2,1,8955.41,666.7,0,11.26,6.31,38.0156,5.72,12.5,0.9246,0.6601,3488.95,396.07,1
6586.43,16,0,99.36,107.67,0,5.8,1.77,3.1719,0.12,1.71,0.2,0.3085,1578.75,11682.11,0
6821.98,11,0,48.75,91.57,0,3.72,0.29,0.7177,0.66,1.47,0.2,0.2652,3971.63,11081.2,0
7403.0,13,0,1.79,57.83,0,3.13,1.34,0.7071,0.69,1.73,0.2,0.1571,4336.59,10361.78,0
6053.29,15,0,101.2,93.27,0,2.99,0.3,0.0239,0.59,4.87,0.2,0.3549,5912.13,6204.8,0
6693.73,12,0,57.41,26.85,0,1.03,1.7,0.2521,0.43,2.95,0.2,0.3656,5345.87,2814.2,0
138569.44,4,1,1282.2,633.67,0,16.24,7.12,25.3857,3.08,15.45,0.7938,0.428,5251.7,390.73,1
17803.49,23,1,4406.35,1184.97,0,13.22,7.36,3.1075,5.85,12.42,0.8567,0.4251,4334.38,224.17,1
7186.6,21,0,53.12,33.78,0,1.81,1.43,1.6465,0.45,1.7,0.2,0.221,2715.55,15780.86,0
2887.49,9,0,89.5,59.05,0,4.13,0.95,0.3098,0.38,1.24,0.2,0.1483,4183.4,13128.34,0
2255.66,19,0,112.39,80.96,0,2.31,1.94,0.5453,0.2,3.27,0.2,0.1268,4961.01,3949.18,0
7458.77,13,0,41.37,115.32,0,1.54,1.09,1.398,0.08,1.05,0.2,0.3549,3110.46,16365.65,0
110512.26,0,1,2438.52,850.8,0,17.8,4.59,55.4571,4.4,11.46,0.9441,0.588,1957.45,118.28,1
4452.47,16,0,31.75,5.9,0,5.81,1.73,0.1921,0.32,1.7,0.2,0.2187,5511.3,10066.35,0
2348.06,8,0,28.38,24.59,0,2.25,0.2,0.2196,0.47,1.54,0.2,0.1425,1925.32,9303.92,0
1528.48,12,0,9.02,100.07,0,4.2,1.76,0.6605,0.89,3.94,0.2,0.3482,4502.74,3457.87,0
7794.69,12,0,68.7,40.82,0,5.15,1.57,1.0312,0.69,3.19,0.2,0.3274,3837.41,15838.65,0
2095.63,10,0,101.77,21.27,0,4.41,0.64,0.5971,0.03,2.14,0.2,0.3251,5201.45,17348.23,0
108007.03,23,1,3983.36,1330.75,1,12.78,3.31,20.4502,5.58,10.96,0.9251,0.6591,5035.23,485.53,1
6163.38,19,0,64.87,10.12,0,5.2,0.36,2.9268,0.63,2.64,0.2,0.1478,1569.58,17872.84,0
315.69,17,0,64.69,53.67,0,1.52,0.53,0.9293,0.57,4.66,0.2,0.2569,4468.0,14275.46,0
29280.22,4,1,4436.5,1014.46,1,13.91,6.86,3.9479,3.81,10.3,0.8522,0.5444,5917.66,330.3,1
161130.9,0,0,7306.43,1353.83,0,10.3,7.21,71.827,4.3,13.19,0.8792,0.5254,2212.52,581.59,1
4923.66,9,0,77.67,34.03,0,3.26,1.09,0.7327,0.46,5.05,0.2,0.3739,2841.62,13063.54,0
1596.53,19,0,53.71,57.31,0,3.7,1.94,0.486,0.19,5.67,0.2,0.2356,3106.22,7963.26,0
130896.53,23,0,4757.15,955.59,1,9.5,6.12,29.7045,5.75,11.06,0.8796,0.477,4263.11,501.28,1
4052.48,8,0,94.86,63.86,0,4.41,0.0,0.0105,0.64,4.41,0.2,0.3377,4095.62,7772.63,0
5375.85,18,0,90.67,46.82,0,4.64,0.66,0.0179,0.46,1.19,0.2,0.3019,5473.59,4520.3,0
6022.49,18,0,32.2,21.91,0,3.62,0.92,1.6281,0.39,1.7,0.2,0.3479,2291.58,11704.48,0
7622.79,15,0,94.74,99.64,0,2.11,1.88,1.9208,0.55,5.51,0.2,0.2718,2609.81,3470.26,0
5538.86,17,0,22.39,91.38,0,4.61,1.86,1.0719,0.18,5.73,0.2,0.2167,2673.28,17491.77,0
43789.12,23,1,5049.82,1192.6,1,10.24,7.96,6.6059,4.51,11.6,0.7978,0.5829,5757.29,571.22,1
3212.98,17,0,1.88,38.45,0,3.44,1.36,0.1976,0.82,2.12,0.2,0.1582,2682.82,11975.67,0
94654.28,4,1,7592.14,1318.19,0,9.65,4.0,19.8516,5.5,9.34,0.759,0.7967,4539.42,56.18,1
888.02,16,0,54.44,39.21,0,2.64,0.21,0.7289,0.73,2.83,0.2,0.3658,3275.39,15044.13,0
4291.29,14,0,95.86,53.68,0,2.59,0.03,0.1913,0.62,5.76,0.2,0.1449,5306.44,15800.99,0
6204.12,9,0,4.22,42.46,0,3.28,1.23,1.2352,0.95,1.61,0.2,0.2775,2775.65,9460.78,0
28036.02,3,1,3632.29,673.26,1,13.58,6.83,4.8454,4.21,14.9,0.9338,0.6787,4796.26,548.17,1
7653.26,20,0,95.08,53.97,0,3.21,0.6,1.2694,0.17,3.46,0.2,0.2014,3372.37,7264.02,0
4422.53,17,0,87.95,50.64,0,2.82,1.73,0.0198,0.79,5.21,0.2,0.1864,4511.92,9932.9,0
1125.53,9,0,97.49,51.37,0,2.66,0.27,0.7361,0.85,5.41,0.2,0.1129,4264.72,14786.27,0
5249.25,14,0,8.73,28.37,0,4.21,1.65,1.0723,0.99,1.58,0.2,0.1978,2533.08,6941.51,0
3948.13,13,0,76.01,51.08,0,4.69,1.36,0.3348,0.28,2.42,0.2,0.2559,2957.89,11793.92,0
5790.55,11,0,59.95,102.04,0,5.95,0.44,0.3498,0.45,4.19,0.2,0.2323,4289.83,17181.21,0
249.65,18,0,101.52,118.17,0,4.52,1.84,0.8851,0.29,5.75,0.2,0.1209,2173.67,5338.71,0
6500.29,10,0,88.45,22.85,0,1.31,0.4,0.3878,0.14,5.21,0.2,0.1021,4684.05,6738.89,0
6420.1,0,1,4089.09,915.06,1,13.53,4.73,1.008,4.6,13.67,0.801,0.7531,3197.2,400.77,1
66265.35,3,1,6873.34,795.03,0,12.84,4.89,27.6492,5.59,15.42,0.7814,0.7093,2312.99,309.0,1
3737.87,14,0,87.55,47.1,0,3.75,0.36,0.1719,0.44,1.6,0.2,0.2406,4514.03,2825.82,0
6340.25,13,0,111.1,78.65,0,5.83,1.91,1.6501,0.93,2.63,0.2,0.1518,2392.45,11141.7,0
5979.76,12,0,114.64,87.94,0,5.0,1.31,0.4015,0.59,4.2,0.2,0.1709,4266.64,10720.67,0
5295.89,14,0,94.72,102.68,0,3.7,0.64,1.3542,0.94,2.33,0.2,0.1366,2249.54,13541.53,0
4046.19,12,0,96.99,34.78,0,5.71,1.14,0.1651,0.26,2.27,0.2,0.3432,4846.47,14353.88,0
1607.59,21,0,72.43,101.75,0,3.91,0.01,0.6625,0.57,3.2,0.2,0.1486,4762.63,7163.98,0
6126.02,22,0,86.25,25.71,0,4.54,1.64,0.465,0.14,5.76,0.2,0.3837,4181.53,10206.91,0
123163.61,0,1,3660.18,1142.74,0,8.54,3.94,74.73,3.11,6.44,0.8902,0.6445,1626.35,487.45,1
4126.99,21,0,41.92,25.27,0,4.7,1.41,0.1479,0.37,3.57,0.2,0.1554,3595.21,12126.32,0
6735.26,8,0,24.24,33.38,0,2.51,1.85,2.7967,0.65,5.07,0.2,0.3566,1773.96,11096.41,0
151157.21,1,0,7924.86,991.99,0,8.94,6.89,83.0305,4.93,7.67,0.9317,0.8709,1798.84,450.82,1
1750.95,15,0,78.45,88.19,0,1.96,1.22,0.0862,0.2,1.02,0.2,0.2247,1916.14,9415.57,0
924.85,10,0,17.42,5.81,0,1.75,0.3,0.7783,0.21,1.59,0.2,0.306,4170.68,13146.51,0
5349.43,8,0,13.82,92.57,0,4.37,0.23,0.4862,0.38,1.52,0.2,0.374,3599.49,2477.99,0
1260.7,17,0,79.41,111.06,0,4.8,1.86,0.233,0.2,4.11,0.2,0.3189,1643.63,2399.77,0
2831.04,7,0,79.24,54.64,0,5.38,1.62,0.1774,0.78,1.52,0.2,0.3293,3441.52,6369.13,0
143221.47,23,1,5008.46,1325.83,0,13.76,4.63,50.518,3.4,11.96,0.7939,0.4086,2780.03,494.83,1
7957.62,18,0,86.59,100.76,0,1.33,1.48,0.4983,0.66,5.03,0.2,0.1644,5310.93,12604.6,0
5617.57,22,0,98.82,93.16,0,2.14,0.91,1.7048,0.14,1.95,0.2,0.3806,2076.91,10705.06,0
6148.06,11,0,25.44,3.25,0,5.71,1.78,0.8957,0.78,1.13,0.2,0.397,3243.16,16869.0,0
1463.24,14,0,66.9,33.35,0,1.83,1.24,0.5322,0.44,4.61,0.2,0.1256,3128.2,8704.42,0
1213.9,16,0,63.73,113.42,0,1.54,0.64,0.6382,0.95,1.79,0.2,0.3636,3355.54,12034.1,0
156629.51,0,1,1647.44,1035.33,0,12.06,5.48,32.6447,5.74,12.4,0.7921,0.8465,4655.4,188.41,1
123486.98,2,1,4171.43,613.86,1,12.8,3.53,34.3562,5.51,8.51,0.8085,0.4553,3492.66,335.19,1
4210.63,8,0,24.87,96.73,0,4.68,0.83,0.1724,0.23,3.25,0.2,0.1829,5087.67,17080.0,0
532.46,7,0,62.02,97.48,0,4.35,0.9,0.8437,0.15,1.15,0.2,0.3159,3407.12,17582.06,0
1724.79,8,0,49.03,12.2,0,1.27,1.43,0.519,0.33,5.84,0.2,0.3439,3585.55,6461.15,0
4037.86,13,0,96.12,21.0,0,4.52,0.05,0.3029,0.57,1.91,0.2,0.2595,5792.49,10355.58,0
3549.98,15,0,59.54,24.55,0,3.81,0.67,0.039,1.0,5.02,0.2,0.3331,3416.59,11632.8,0
169279.58,2,0,8072.95,864.97,1,11.53,3.32,31.9056,3.72,7.38,0.9134,0.4095,5144.4,39.26,1
981.3,17,0,75.22,2.99,0,1.34,0.23,0.7085,0.45,3.43,0.2,0.2402,3366.62,16605.66,0
50971.48,1,1,8508.4,514.55,0,15.57,7.29,9.4651,4.89,8.7,0.7008,0.5246,4870.6,598.5,1
